frame_id,track_id,vehicle_type,vehicle_bbox_x1,vehicle_bbox_y1,vehicle_bbox_x2,vehicle_bbox_y2,plate_bbox_x1,plate_bbox_y1,plate_bbox_x2,plate_bbox_y2,plate_confidence,detect_inference_ms,ocr_ran,ocr_raw_text,ocr_confidence,ocr_validated_plate,ocr_status,ocr_inference_ms,,
960,38,motorcycle,657,447,914,803,689,551,785,579,0.582,546.1,True,TNC9EZ1784,0.65,NL9EZ1784,accepted,170.6,,
960,39,car,1061,331,1269,503,1105,450,1177,473,0.426,546.1,True,,,,no_text,192.4,,
960,36,auto,1451,289,1919,992,1645,587,1756,656,0.272,546.1,True,TN03D9766,0.985,TN03D9766,accepted,246.4,,
965,40,motorcycle,200,499,699,1042,284,660,425,699,0.426,478.3,True,,,,no_text,172.8,,
965,39,car,1011,330,1244,520,1060,462,1137,487,0.302,478.3,True,1C012374,0.613,,rejected,189,,
970,39,car,969,329,1229,536,1025,472,1106,501,0.417,479.7,True,RN10873374,0.649,,rejected,167.6,,
975,39,car,919,324,1206,553,981,487,1063,515,0.386,480.1,True,ETN108Y3974,0.651,TN10BY3974,accepted,161.7,,
975,40,motorcycle,73,444,550,879,270,547,340,576,0.253,480.1,True,,,,no_text,70.4,,
980,39,car,837,326,1178,585,902,509,993,543,0.372,525.3,True,FTM10BY3974,0.802,TN10BY3974,accepted,166.9,,
985,39,car,726,320,1137,626,798,536,904,576,0.415,480.6,True,FTN10BY3974,0.918,TN10BY3974,accepted,163,,
990,39,car,567,316,1085,685,648,581,771,623,0.578,477.2,True,TN10BY3974,0.897,TN10BY3974,accepted,165.3,,
995,39,car,369,309,1028,764,449,636,595,683,0.585,483.3,True,FTN10BV3974,0.861,TN10BV3974,accepted,172.3,,
1000,41,car,43,298,946,888,122,731,296,791,0.74,492.9,True,TM10B13974,0.884,TN10BI3974,accepted,176.8,,
1015,42,car,1045,344,1199,460,1083,415,1124,433,0.374,485.6,True,,,,no_text,65.2,,
1020,42,car,1013,342,1181,468,1055,419,1095,437,0.369,478.4,True,,,,no_text,57.6,,
1020,43,auto,1452,287,1920,991,1644,585,1761,660,0.283,478.4,True,TN03D9766,0.984,TN03D9766,accepted,208.5,,
1025,42,car,978,342,1165,478,1018,427,1067,447,0.605,482.2,True,SEPE,0.552,,rejected,164.9,,
1030,42,car,941,342,1145,489,982,435,1037,456,0.371,490.1,True,,,,no_text,166.8,,
1030,43,auto,1455,289,1919,991,1646,587,1760,660,0.335,490.1,True,TN03D9766,0.97,TN03D9766,accepted,246.4,,
1035,42,car,897,342,1122,500,943,442,1000,464,0.462,516.4,True,,,,no_text,161.2,,
1035,43,auto,1458,292,1920,990,1645,586,1760,660,0.337,516.4,True,TN03D9766,0.987,TN03D9766,accepted,244.8,,
1040,42,car,846,339,1092,513,896,450,955,473,0.48,483.8,True,,,,no_text,161.7,,
1045,42,car,782,337,1061,526,837,462,903,485,0.355,482,True,,,,no_text,165.6,,
1050,42,car,706,336,1029,552,760,474,834,500,0.302,492.9,True,735,0.793,,rejected,162.6,,
1055,44,unknown,,,,,1384,445,1422,465,0.349,478.4,True,,,,no_text,50.5,,
1055,42,car,585,336,973,586,640,499,726,528,0.32,478.4,True,TN07E3736,0.854,TN07E3736,accepted,188.1,,
1055,43,auto,1463,292,1920,989,1645,585,1760,658,0.283,478.4,True,TN03D9766,0.965,TN03D9766,accepted,188.9,,
1060,42,car,401,333,901,634,462,531,568,567,0.41,508.2,True,IN073736,0.888,TN073736,accepted,142.8,,
1060,43,auto,1464,294,1919,990,1645,585,1760,660,0.302,508.2,True,TN03D9766,0.976,TN03D9766,accepted,199,,
1065,45,car,59,329,774,726,122,593,252,635,0.609,493.6,True,IN03796,0.606,,rejected,170.8,,
1065,43,auto,1470,296,1919,990,1646,586,1759,660,0.289,493.6,True,TN03D9766,0.98,TN03D9766,accepted,199.2,,
1070,43,auto,1464,297,1919,991,1646,588,1756,659,0.407,539.2,True,TN03D9766,0.983,TN03D9766,accepted,195.3,,
1075,43,auto,1464,297,1919,993,1643,587,1757,663,0.409,486.2,True,TN03D9766,0.975,TN03D9766,accepted,185.2,,
1080,43,auto,1464,298,1919,993,1643,586,1756,661,0.363,486,True,TN03D9766,0.991,TN03D9766,accepted,188.5,,
1085,46,auto,373,253,918,866,392,530,428,568,0.36,487.5,True,,,,no_text,37,,
1085,43,auto,1450,296,1920,992,1643,585,1758,661,0.265,487.5,True,TN03D9766,0.971,TN03D9766,accepted,210.1,,
1090,43,auto,1454,295,1919,993,1644,589,1757,662,0.323,500.5,True,TN03D9766,0.977,TN03D9766,accepted,231.8,,
1095,43,auto,1454,293,1919,994,1650,589,1758,657,0.328,483.3,True,TN03D9766,0.98,TN03D9766,accepted,196.3,,
1100,43,auto,1441,296,1919,996,1646,586,1759,663,0.435,507.9,True,TN03D9766,0.984,TN03D9766,accepted,233.5,,
1105,43,auto,1444,294,1919,995,1649,587,1759,658,0.306,510.1,True,TN03D9766,0.973,TN03D9766,accepted,192.5,,
1110,43,auto,1459,293,1919,996,1648,587,1759,659,0.316,471.3,True,TN03D9766,0.97,TN03D9766,accepted,184.3,,
1115,43,auto,1459,294,1919,995,1644,587,1759,662,0.378,521.5,True,TN03D9766,0.971,TN03D9766,accepted,186.8,,
1120,43,auto,1461,295,1919,997,1645,591,1758,662,0.37,525,True,TN03D9766,0.98,TN03D9766,accepted,194.2,,
1125,43,auto,1455,295,1919,996,1643,588,1754,661,0.315,482.2,True,TN03D9766,0.971,TN03D9766,accepted,180.4,,
1130,47,car,1083,348,1233,459,1118,415,1153,432,0.284,522.4,True,,,,no_text,56.9,,
1140,43,auto,1439,299,1920,992,1627,588,1733,659,0.391,508.1,True,TN03D9766,0.975,TN03D9766,accepted,187.6,,
1140,47,car,1007,346,1186,479,1046,427,1091,445,0.388,508.1,True,,,,no_text,66.4,,
1145,43,auto,1438,299,1920,992,1626,587,1731,658,0.439,485.6,True,TN03D9766,0.969,TN03D9766,accepted,233.5,,
1145,47,car,973,347,1169,488,1019,431,1067,452,0.256,485.6,True,,,,no_text,61.5,,
1150,43,auto,1440,299,1920,991,1625,587,1732,658,0.341,497.4,True,TN03D9766,0.989,TN03D9766,accepted,196.4,,
1150,47,car,940,343,1150,496,984,440,1040,459,0.312,497.4,True,,,,no_text,175.1,,
1155,43,auto,1442,299,1919,992,1626,588,1732,658,0.415,487.1,True,TN03D9766,0.978,TN03D9766,accepted,234.1,,
1155,47,car,894,344,1129,509,943,449,1002,472,0.319,487.1,True,51812,0.582,,rejected,167.7,,
1160,47,car,778,340,1076,544,837,467,909,494,0.38,487.1,True,TN03CS1812,0.767,TN03CS1812,accepted,171.1,,
1160,43,auto,1438,298,1920,992,1624,586,1731,660,0.326,487.1,True,TN03D9766,0.983,TN03D9766,accepted,239.9,,
1165,43,auto,1440,299,1920,991,1621,589,1732,662,0.589,478.2,True,TN03D9766,0.985,TN03D9766,accepted,184.2,,
1165,48,car,1122,332,1303,502,1172,441,1229,462,0.388,478.2,True,,,,no_text,170.9,,
1165,47,car,695,338,1038,568,759,487,838,514,0.26,478.2,True,ETN03CS1812,0.859,TN03CS1812,accepted,182.7,,
1170,48,car,1087,330,1292,522,1144,449,1208,473,0.528,487.6,True,,,,no_text,172.8,,
1170,43,auto,1438,299,1920,990,1622,587,1731,662,0.462,487.6,True,TN03D9766,0.969,TN03D9766,accepted,241.6,,
1170,47,car,560,333,987,610,629,514,723,548,0.259,487.6,True,STN09CS1812,0.929,TN09CS1812,accepted,167.6,,
1175,43,auto,1436,299,1920,992,1621,590,1731,664,0.601,511.2,True,TN03D9766,0.965,TN03D9766,accepted,182.7,,
1175,48,car,1045,329,1284,547,1110,466,1181,493,0.578,511.2,True,ETNDSOB4397,0.533,,rejected,174.6,,
1175,47,car,352,328,916,672,426,558,538,598,0.429,511.2,True,FTN09CS1812,0.912,TN09CS1812,accepted,178.9,,
1180,49,car,1,323,776,790,1,647,141,695,0.767,483,True,TH09CS1812,0.9,TN09CS1812,accepted,161.3,,
1180,48,car,974,322,1266,584,1047,489,1136,520,0.584,483,True,FTNO5084398,0.798,TN05OB4398,accepted,181.2,,
1180,43,auto,1439,299,1920,992,1624,587,1732,662,0.494,483,True,TN03D9766,0.985,TN03D9766,accepted,233.1,,
1185,43,auto,1439,299,1920,992,1623,589,1730,661,0.576,505.3,True,TN03D9766,0.973,TN03D9766,accepted,186.5,,
1185,48,car,879,318,1243,641,966,523,1070,557,0.574,505.3,True,PTNO50B4398,0.848,TN05OB4398,accepted,174.6,,
1190,48,car,760,312,1218,708,857,572,989,612,0.656,476,True,TN05DB4398,0.857,TN05DB4398,accepted,164.5,,
1190,43,auto,1440,301,1920,990,1626,587,1731,659,0.53,476,True,TN03D9766,0.973,TN03D9766,accepted,195.4,,
1195,48,car,482,295,1162,865,610,661,794,718,0.663,485.8,True,TN05DB4398,0.859,TN05DB4398,accepted,175.9,,
1195,43,auto,1441,300,1920,988,1624,590,1730,658,0.533,485.8,True,TN03D9766,0.99,TN03D9766,accepted,210,,
1205,43,auto,1436,299,1920,992,1623,590,1731,661,0.559,557,True,TN03D9766,0.987,TN03D9766,accepted,189.3,,
1210,43,auto,1435,299,1920,993,1620,591,1731,662,0.563,474.2,True,TN03D9766,0.975,TN03D9766,accepted,190.8,,
1215,43,auto,1436,299,1920,994,1621,588,1733,663,0.56,485.2,True,TN03D9766,0.974,TN03D9766,accepted,198.6,,
1220,43,auto,1436,300,1920,994,1622,588,1731,662,0.492,485.8,True,TN03D9766,0.982,TN03D9766,accepted,182.9,,
1225,43,auto,1435,298,1920,994,1622,589,1730,661,0.406,483.2,True,TN03D9766,0.991,TN03D9766,accepted,192.3,,
1230,43,auto,1431,299,1920,994,1622,590,1730,662,0.512,510.9,True,TN03D9766,0.978,TN03D9766,accepted,184.3,,
1235,43,auto,1435,301,1920,995,1621,588,1732,664,0.57,466.5,True,TN03D9766,0.977,TN03D9766,accepted,229.8,,
1240,43,auto,1441,300,1920,992,1617,587,1728,663,0.585,480.4,True,TN03D9766,0.96,TN03D9766,accepted,234.6,,
1240,50,car,1161,350,1339,483,1205,430,1253,447,0.341,480.4,True,,,,no_text,75.8,,
1245,43,auto,1439,302,1920,992,1617,589,1726,661,0.623,490,True,TN03D9766,0.99,TN03D9766,accepted,198.7,,
1250,43,auto,1443,301,1919,993,1615,587,1726,664,0.63,480.7,True,TN03D9766,0.973,TN03D9766,accepted,226.5,,
1250,50,car,1105,340,1299,497,1152,443,1206,460,0.263,480.7,True,,,,no_text,82.2,,
1255,43,auto,1434,302,1920,993,1619,587,1727,660,0.489,491.3,True,TN03D9766,0.982,TN03D9766,accepted,190.7,,
1260,43,auto,1433,302,1920,992,1620,587,1727,662,0.434,580.8,True,TN03D9766,0.986,TN03D9766,accepted,170.8,,
1265,43,auto,1434,301,1920,993,1618,590,1728,663,0.601,499.7,True,TN03D9766,0.981,TN03D9766,accepted,228.6,,
1270,43,auto,1433,301,1920,995,1618,589,1727,661,0.647,493.3,True,TN03D9766,0.982,TN03D9766,accepted,190.1,,
1275,43,auto,1436,300,1920,994,1618,587,1727,659,0.547,474.6,True,TN03D9766,0.977,TN03D9766,accepted,182.4,,
1275,51,auto,1436,300,1920,994,1690,758,1817,838,0.282,474.6,True,,,,no_text,48.2,,
1280,43,auto,1438,299,1920,992,1618,587,1725,659,0.464,481.3,True,TN03D9766,0.985,TN03D9766,accepted,233.6,,
1280,52,motorcycle,696,462,1073,1006,775,639,901,697,0.278,481.3,True,TNO5AL3631,0.917,TN05AL3631,accepted,248.5,,
1285,52,motorcycle,580,484,999,1076,649,729,823,786,0.406,479.5,True,TN05AT3631,0.977,TN05AT3631,accepted,174.2,,
1285,43,auto,1438,294,1919,987,1616,586,1727,658,0.353,479.5,True,TN03D9766,0.983,TN03D9766,accepted,210.8,,
1290,43,auto,1436,293,1919,988,1614,587,1716,655,0.269,472.4,True,TN03D9766,0.97,TN03D9766,accepted,182.7,,
1300,53,car,391,310,1085,866,451,662,623,713,0.692,471.9,True,TN976500,0.842,TN976500,accepted,171.4,,
1300,43,auto,1431,300,1920,990,1606,591,1714,657,0.498,471.9,True,TN03D9766,0.984,TN03D9766,accepted,200.5,,
1305,54,car,140,309,1049,960,246,731,455,799,0.672,478.9,True,TN976500,0.982,TN976500,accepted,166.4,,
1305,43,auto,1431,299,1920,990,1605,587,1712,657,0.336,478.9,True,TN03D9766,0.984,TN03D9766,accepted,199.8,,
1310,43,auto,1428,300,1920,989,1604,588,1714,658,0.421,534.7,True,TN03D9766,0.989,TN03D9766,accepted,186.3,,
1315,43,auto,1431,299,1920,991,1609,590,1708,657,0.296,477.9,True,TN03D9766,0.974,TN03D9766,accepted,228.7,,
1320,43,auto,1431,297,1920,991,1605,590,1719,670,0.455,504.9,True,TN03D9766,0.975,TN03D9766,accepted,177.6,,
1325,43,auto,1425,298,1920,992,1602,592,1715,659,0.467,484.1,True,TN03D9766,0.979,TN03D9766,accepted,191,,
